user_id,item_id,age_bucket,category,clicked,user_idx,item_idx,cat_idx
291,46,35-44,movies,0,130,138,3
107,190,35-44,news,0,68,166,0
211,116,35-44,tech,0,293,11,1
6,175,25-34,news,0,338,66,0
185,143,35-44,sports,0,494,239,2
227,35,35-44,sports,0,198,287,2
281,254,35-44,movies,0,258,185,3
427,124,35-44,sports,0,13,114,2
422,77,25-34,news,0,495,293,0
350,292,35-44,movies,0,242,190,3
135,66,18-24,news,1,204,175,0
316,36,18-24,movies,0,10,256,3
192,105,35-44,news,0,336,250,0
491,271,35-44,tech,0,95,55,1
254,259,18-24,news,0,321,194,0
78,229,25-34,movies,0,162,46,3
257,220,35-44,news,0,232,205,0
1,260,25-34,movies,0,358,23,3
425,157,18-24,tech,0,33,33,1
152,172,35-44,tech,0,481,253,1
141,115,35-44,sports,0,140,213,2
410,144,25-34,tech,0,233,192,1
491,249,35-44,news,0,95,155,0
167,87,18-24,tech,0,89,290,1
419,201,18-24,news,0,389,220,0
365,196,35-44,movies,0,289,189,3
9,154,25-34,sports,0,235,199,2
470,46,18-24,tech,0,117,138,1
239,279,18-24,tech,0,26,4,1
441,160,35-44,movies,0,216,59,3
329,294,18-24,movies,0,406,102,3
88,241,18-24,tech,0,225,198,1
474,60,25-34,movies,0,159,222,3
199,95,35-44,tech,0,461,56,1
56,271,25-34,news,0,203,55,0
462,20,25-34,movies,0,91,110,3
355,96,35-44,tech,0,341,148,1
133,201,18-24,news,0,399,220,0
493,66,18-24,news,0,372,175,0
326,154,25-34,movies,1,371,199,3
312,270,25-34,tech,0,355,26,1
469,232,18-24,tech,0,101,51,1
128,42,25-34,sports,0,69,255,2
450,185,35-44,tech,0,408,10,1
317,43,25-34,movies,0,192,193,3
491,150,25-34,sports,0,95,278,2
499,102,35-44,sports,0,412,75,2
12,116,25-34,movies,0,346,11,3
22,20,25-34,tech,0,70,110,1
385,231,25-34,sports,0,245,265,2
387,196,25-34,tech,0,390,189,1
135,21,25-34,tech,1,204,215,1
404,50,18-24,tech,0,342,134,1
221,158,35-44,sports,0,375,182,2
418,61,25-34,tech,0,468,115,1
332,233,25-34,movies,0,435,247,3
392,242,35-44,news,0,122,234,0
48,135,25-34,news,0,227,154,0
163,186,35-44,sports,0,280,13,2
259,260,35-44,movies,0,223,23,3
219,108,25-34,news,0,22,252,0
350,62,35-44,sports,0,242,95,2
16,123,25-34,tech,0,2,244,1
239,244,25-34,movies,0,26,231,3
456,37,25-34,tech,0,103,61,1
449,69,25-34,sports,0,357,106,2
233,242,18-24,sports,0,304,234,2
485,288,35-44,tech,0,364,105,1
406,266,25-34,sports,0,278,177,2
83,217,25-34,sports,0,123,298,2
132,174,25-34,news,0,132,122,0
39,292,25-34,tech,0,107,190,1
463,256,18-24,sports,0,463,191,2
149,222,35-44,news,0,238,79,0
443,51,25-34,news,0,12,12,0
239,169,35-44,news,0,26,82,0
477,243,18-24,tech,0,369,224,1
6,70,35-44,news,0,338,184,0
256,0,35-44,movies,0,150,85,3
49,59,35-44,sports,0,7,80,2
446,189,35-44,movies,0,464,116,3
403,64,18-24,news,0,80,151,0
133,289,18-24,movies,0,399,173,3
191,202,35-44,tech,0,382,161,1
383,296,25-34,tech,0,77,86,1
133,83,35-44,movies,0,399,223,3
70,128,25-34,movies,1,23,159,3
150,27,35-44,sports,0,176,44,2
425,81,35-44,sports,0,33,208,2
497,68,25-34,sports,0,482,64,2
262,208,18-24,tech,0,205,42,1
479,8,18-24,sports,0,61,202,2
450,174,25-34,tech,0,408,122,1
37,110,35-44,news,0,222,6,0
420,117,25-34,tech,0,324,39,1
449,139,25-34,tech,0,357,291,1
274,275,35-44,sports,0,46,119,2
55,25,35-44,sports,0,207,54,2
161,47,25-34,tech,0,156,242,1
473,268,35-44,tech,0,79,127,1
267,132,35-44,movies,0,365,246,3
333,20,18-24,sports,0,120,110,2
310,191,25-34,movies,0,36,37,3
3,178,35-44,tech,0,214,62,1
27,223,18-24,sports,0,467,81,2
408,24,35-44,tech,0,377,299,1
42,72,35-44,sports,0,330,272,2
59,51,25-34,news,0,193,12,0
259,34,25-34,tech,0,223,180,1
139,226,35-44,movies,0,115,96,3
168,128,25-34,news,0,229,159,0
461,182,18-24,sports,0,331,289,2
240,20,35-44,movies,0,144,110,3
175,177,25-34,tech,0,348,240,1
249,162,25-34,sports,0,493,225,2
331,234,18-24,tech,0,149,20,1
22,271,25-34,sports,0,70,55,2
482,26,25-34,movies,0,312,67,3
267,104,35-44,news,0,365,218,0
339,284,35-44,news,0,96,52,0
94,291,35-44,tech,0,300,258,1
225,214,18-24,news,0,284,263,0
338,91,25-34,news,0,386,283,0
222,2,25-34,sports,0,28,288,2
471,245,35-44,tech,0,479,129,1
220,68,25-34,news,0,44,64,0
95,80,25-34,tech,0,423,28,1
102,154,25-34,tech,0,260,199,1
433,189,18-24,sports,0,316,116,2
258,64,18-24,sports,0,276,151,2
413,110,18-24,movies,0,65,6,3
264,21,35-44,tech,0,133,215,1
110,298,25-34,tech,0,273,22,1
300,38,25-34,tech,0,317,164,1
485,143,18-24,sports,0,364,239,2
349,276,18-24,news,0,306,41,0
478,283,35-44,sports,0,266,65,2
133,152,18-24,sports,0,399,30,2
6,149,25-34,movies,0,338,135,3
157,45,25-34,news,0,75,276,0
13,183,18-24,movies,0,151,7,3
264,22,35-44,tech,0,133,201,1
264,198,18-24,tech,0,133,169,1
90,157,25-34,tech,0,403,33,1
277,54,18-24,sports,0,433,93,2
128,9,35-44,tech,0,69,32,1
374,55,25-34,sports,0,53,74,2
476,67,18-24,news,0,428,162,0
354,68,25-34,sports,0,458,64,2
216,253,25-34,sports,0,25,227,2
415,39,18-24,sports,0,78,286,2
416,227,18-24,tech,0,328,209,1
109,291,35-44,news,0,42,258,0
360,145,35-44,sports,0,256,228,2
347,249,35-44,news,0,213,155,0
15,135,35-44,news,1,206,154,0
64,289,18-24,tech,0,143,173,1
213,11,25-34,tech,0,239,232,1
255,274,18-24,sports,0,237,27,2
67,105,35-44,sports,0,63,250,2
2,6,35-44,news,0,405,280,0
101,260,25-34,tech,0,279,23,1
305,222,25-34,news,0,84,79,0
204,277,18-24,sports,0,37,212,2
7,73,25-34,tech,0,160,157,1
85,188,18-24,news,0,366,111,0
471,172,25-34,movies,0,479,253,3
239,270,25-34,tech,0,26,26,1
371,13,35-44,movies,0,282,3,3
477,209,18-24,sports,0,369,153,2
29,88,25-34,news,0,55,210,0
126,27,25-34,sports,0,286,44,2
145,167,18-24,tech,0,360,107,1
350,276,35-44,movies,0,242,41,3
83,295,18-24,movies,0,123,216,3
82,256,35-44,news,0,459,191,0
1,189,25-34,news,0,358,116,0
320,117,35-44,news,0,174,39,0
119,168,18-24,tech,0,168,76,1
4,134,18-24,news,0,296,29,0
345,14,25-34,news,0,430,156,0
0,204,35-44,sports,0,438,204,2
32,220,18-24,news,0,445,205,0
94,220,35-44,tech,0,300,205,1
200,98,35-44,movies,0,345,125,3
242,296,18-24,tech,0,43,86,1
10,275,25-34,tech,0,121,119,1
294,131,25-34,movies,0,98,188,3
415,175,35-44,tech,0,78,66,1
212,211,18-24,news,0,187,292,0
439,71,25-34,news,0,329,168,0
292,256,18-24,news,0,231,191,0
26,270,35-44,tech,0,145,26,1
424,228,25-34,news,0,183,97,0
53,68,25-34,tech,0,66,64,1
302,247,35-44,movies,0,351,160,3
370,51,25-34,tech,0,189,12,1
77,284,35-44,movies,0,326,52,3
83,198,25-34,news,0,123,169,0
266,125,25-34,news,0,106,267,0
479,264,25-34,sports,0,61,261,2
485,276,18-24,movies,0,364,41,3
479,219,18-24,news,0,61,200,0
363,259,25-34,sports,0,217,194,2
56,168,18-24,tech,0,203,76,1
137,261,18-24,news,0,388,248,0
67,205,18-24,news,0,63,140,0
383,107,25-34,sports,0,77,243,2
343,183,35-44,news,0,14,7,0
102,71,18-24,movies,0,260,168,3
97,37,35-44,movies,0,185,61,3
452,197,18-24,movies,0,73,282,3
305,61,25-34,tech,0,84,115,1
254,201,25-34,tech,0,321,220,1
399,37,25-34,tech,0,374,61,1
214,127,18-24,news,0,271,47,0
313,145,18-24,tech,0,434,228,1
469,62,25-34,sports,0,101,95,2
425,137,25-34,tech,0,33,18,1
415,175,35-44,news,0,78,66,0
169,230,35-44,news,0,349,132,0
278,246,25-34,tech,0,287,49,1
4,297,25-34,tech,0,296,285,1
374,216,18-24,news,0,53,36,0
211,268,18-24,sports,0,293,127,2
139,105,18-24,tech,0,115,250,1
330,169,18-24,movies,0,344,82,3
294,196,25-34,sports,0,98,189,2
257,216,25-34,tech,0,232,36,1
296,29,25-34,news,0,420,207,0
38,143,35-44,tech,0,332,239,1
485,112,35-44,movies,0,364,38,3
325,289,35-44,news,0,127,173,0
420,296,35-44,tech,0,324,86,1
441,226,25-34,sports,0,216,96,2
278,87,25-34,tech,0,287,290,1
433,127,18-24,tech,0,316,47,1
74,109,25-34,tech,0,202,87,1
53,76,25-34,sports,0,66,69,2
84,157,35-44,news,0,51,33,0
75,105,25-34,sports,0,424,250,2
305,61,35-44,movies,0,84,115,3
383,79,18-24,sports,0,77,71,2
223,148,25-34,sports,0,247,251,2
455,276,35-44,news,0,448,41,0
120,230,18-24,news,0,58,132,0
453,198,25-34,news,0,387,169,0
92,165,25-34,sports,0,154,271,2
160,3,25-34,tech,0,210,5,1
238,147,35-44,sports,0,179,141,2
35,169,35-44,news,0,87,82,0
202,117,25-34,sports,0,190,39,2
439,223,25-34,sports,0,329,81,2
120,40,25-34,news,0,58,9,0
81,22,18-24,news,0,302,201,0
107,180,18-24,tech,0,68,206,1
305,237,25-34,tech,0,84,167,1
92,144,18-24,news,0,154,192,0
493,278,18-24,tech,0,372,147,1
439,208,35-44,tech,1,329,42,1
430,285,18-24,news,0,161,131,0
190,231,25-34,sports,0,253,265,2
310,164,35-44,movies,0,36,179,3
94,105,35-44,tech,0,300,250,1
4,155,18-24,news,0,296,136,0
23,37,35-44,news,0,11,61,0
172,182,25-34,sports,0,398,289,2
142,99,35-44,tech,0,5,91,1
350,174,18-24,tech,0,242,122,1
77,70,35-44,sports,0,326,184,2
124,218,18-24,tech,0,99,296,1
86,249,25-34,sports,0,339,155,2
17,140,35-44,movies,0,441,226,3
69,155,18-24,movies,0,195,136,3
392,205,35-44,movies,0,122,140,3
384,77,35-44,movies,0,105,293,3
460,87,25-34,sports,0,401,290,2
25,191,35-44,movies,0,395,37,3
479,272,18-24,tech,0,61,34,1
180,290,35-44,sports,0,113,183,2
298,73,18-24,movies,0,74,157,3
154,40,35-44,tech,0,141,9,1
29,136,25-34,movies,0,55,14,3
196,158,35-44,news,0,109,182,0
130,253,25-34,news,0,315,227,0
487,25,25-34,movies,0,385,54,3
474,11,35-44,movies,0,159,232,3
109,276,18-24,movies,0,42,41,3
212,284,35-44,sports,0,187,52,2
400,135,25-34,movies,0,173,154,3
461,26,18-24,sports,0,331,67,2
240,22,35-44,movies,0,144,201,3
389,115,25-34,news,0,34,213,0
460,99,25-34,movies,0,401,91,3
498,260,25-34,movies,0,142,23,3
50,132,18-24,sports,0,175,246,2
440,144,35-44,tech,0,24,192,1
429,38,25-34,movies,0,325,164,3
40,220,35-44,sports,0,177,205,2
475,232,35-44,movies,0,447,51,3
228,73,18-24,tech,0,166,157,1
15,226,18-24,sports,0,206,96,2
81,44,25-34,news,1,302,249,0
392,188,18-24,tech,0,122,111,1
51,66,18-24,tech,0,230,175,1
409,33,18-24,movies,0,418,259,3
372,173,18-24,sports,0,45,45,2
481,251,25-34,movies,0,191,128,3
495,287,35-44,news,0,314,21,0
103,150,35-44,movies,0,243,278,3
87,45,18-24,movies,0,15,276,3
493,32,35-44,movies,0,372,25,3
140,185,25-34,news,0,208,10,0
300,41,35-44,sports,0,317,58,2
130,244,18-24,tech,0,315,231,1
20,41,25-34,news,0,59,58,0
119,162,35-44,news,0,168,225,0
76,267,25-34,sports,0,392,118,2
167,206,35-44,news,0,89,57,0
233,288,18-24,movies,0,304,105,3
493,252,35-44,movies,0,372,270,3
96,190,25-34,tech,0,158,166,1
328,233,18-24,news,0,262,247,0
442,111,18-24,sports,0,443,53,2
182,213,18-24,movies,0,480,186,3
394,42,25-34,sports,0,294,255,2
72,179,25-34,movies,0,228,77,3
395,173,18-24,movies,0,496,45,3
54,124,18-24,sports,0,30,114,2
490,260,18-24,movies,1,100,23,3
430,154,35-44,news,0,161,199,0
66,73,18-24,tech,0,264,157,1
153,19,35-44,movies,0,281,275,3
380,299,18-24,tech,0,67,139,1
202,28,18-24,sports,0,190,17,2
101,103,25-34,sports,0,279,254,2
257,298,18-24,news,1,232,22,0
439,16,18-24,movies,0,329,170,3
92,275,18-24,sports,0,154,119,2
319,239,35-44,sports,0,277,219,2
136,8,18-24,tech,0,301,202,1
446,209,25-34,tech,0,464,153,1
292,246,25-34,news,0,231,49,0
16,220,18-24,movies,0,2,205,3
441,228,18-24,movies,0,216,97,3
211,176,18-24,news,0,293,124,0
63,48,18-24,movies,0,88,238,3
165,115,18-24,movies,0,383,213,3
208,140,35-44,sports,1,110,226,2
22,25,18-24,news,0,70,54,0
169,286,25-34,movies,0,349,235,3
96,120,35-44,movies,0,158,171,3
223,5,35-44,sports,0,247,260,2
47,92,18-24,movies,0,492,279,3
175,55,35-44,sports,0,348,74,2
71,154,18-24,news,0,1,199,0
367,255,35-44,tech,0,270,144,1
491,198,35-44,movies,0,95,169,3
31,256,25-34,tech,0,411,191,1
60,49,35-44,sports,0,146,274,2
341,127,18-24,tech,0,102,47,1
200,83,18-24,tech,0,345,223,1
455,71,35-44,news,0,448,168,0
388,119,18-24,sports,0,407,264,2
253,65,25-34,movies,0,274,104,3
339,184,18-24,tech,0,96,241,1
15,60,35-44,movies,0,206,222,3
84,133,18-24,news,0,51,78,0
474,116,18-24,tech,0,159,11,1
383,63,25-34,movies,0,77,196,3
316,46,35-44,movies,0,10,138,3
116,20,25-34,movies,0,417,110,3
87,92,18-24,news,0,15,279,0
449,59,25-34,news,0,357,80,0
71,102,25-34,sports,0,1,75,2
380,283,18-24,news,0,67,65,0
28,116,25-34,tech,0,450,11,1
380,212,25-34,tech,0,67,145,1
74,49,25-34,tech,0,202,274,1
359,288,25-34,tech,0,4,105,1
42,107,35-44,movies,0,330,243,3
458,128,25-34,tech,0,440,159,1
203,273,35-44,movies,0,254,15,3
299,279,18-24,movies,0,402,4,3
217,183,35-44,news,0,181,7,0
0,36,25-34,news,0,438,256,0
249,129,35-44,tech,0,493,130,1
205,152,18-24,tech,0,18,30,1
179,95,25-34,news,1,119,56,0
348,71,35-44,tech,0,283,168,1
212,69,18-24,news,0,187,106,0
67,160,25-34,sports,0,63,59,2
488,246,18-24,news,0,473,49,0
246,102,18-24,news,0,425,75,0
5,85,35-44,movies,0,478,273,3
334,86,18-24,sports,0,475,88,2
288,247,18-24,news,0,62,160,0
410,101,18-24,movies,0,233,90,3
491,136,18-24,movies,0,95,14,3
351,89,25-34,tech,0,184,84,1
43,160,18-24,movies,0,484,59,3
380,209,18-24,news,0,67,153,0
173,122,18-24,news,0,483,142,0
429,74,35-44,tech,0,325,146,1
411,21,25-34,movies,0,288,215,3
88,151,35-44,sports,0,225,230,2
171,212,18-24,sports,0,297,145,2
1,47,35-44,movies,0,358,242,3
465,81,18-24,movies,0,476,208,3
97,66,18-24,movies,0,185,175,3
166,133,18-24,sports,0,131,78,2
448,187,35-44,news,0,29,163,0
313,181,35-44,tech,0,434,43,1
261,217,25-34,tech,0,85,298,1
253,240,25-34,tech,0,274,108,1
358,86,18-24,sports,0,491,88,2
245,288,25-34,sports,0,343,105,2
151,242,25-34,sports,0,54,234,2
403,295,35-44,sports,0,80,216,2
431,28,18-24,tech,0,17,17,1
115,16,25-34,tech,0,38,170,1
436,263,35-44,tech,0,56,40,1
211,89,18-24,tech,0,293,84,1
302,43,35-44,sports,0,351,193,2
188,260,18-24,movies,0,199,23,3
103,197,25-34,movies,0,243,282,3
145,243,25-34,tech,0,360,224,1
102,94,35-44,news,0,260,126,0
283,117,18-24,movies,0,201,39,3
223,130,35-44,news,0,247,158,0
466,180,35-44,movies,0,251,206,3
50,130,35-44,movies,0,175,158,3
72,261,25-34,movies,0,228,248,3
344,134,35-44,movies,0,152,29,3
18,105,18-24,news,0,170,250,0
56,280,25-34,tech,0,203,297,1
365,113,35-44,movies,0,289,197,3
397,200,18-24,movies,0,320,294,3
348,9,18-24,tech,0,283,32,1
109,138,18-24,sports,0,42,16,2
36,63,35-44,news,0,41,196,0
64,76,35-44,tech,0,143,69,1
157,109,25-34,sports,0,75,87,2
43,273,18-24,sports,0,484,15,2
223,118,18-24,sports,0,247,281,2
158,14,35-44,tech,0,244,156,1
401,187,35-44,movies,0,52,163,3
291,260,25-34,sports,0,130,23,2
240,85,35-44,tech,0,144,273,1
304,144,25-34,tech,0,310,192,1
4,17,35-44,news,0,296,233,0
306,293,35-44,movies,0,429,181,3
220,84,35-44,movies,0,44,195,3
376,245,25-34,movies,0,114,129,3
179,55,18-24,movies,0,119,74,3
295,137,35-44,movies,0,356,18,3
81,165,18-24,tech,0,302,271,1
243,268,18-24,sports,0,97,127,2
400,124,25-34,movies,0,173,114,3
307,226,25-34,news,0,125,96,0
21,194,35-44,news,0,215,50,0
205,143,25-34,sports,0,18,239,2
276,7,18-24,sports,0,49,48,2
466,11,35-44,tech,0,251,232,1
313,132,18-24,news,0,434,246,0
114,52,25-34,news,0,308,1,0
428,44,35-44,movies,0,396,249,3
282,243,18-24,tech,0,163,224,1
228,189,25-34,sports,0,166,116,2
32,64,18-24,sports,0,445,151,2
278,194,25-34,news,0,287,50,0
447,297,18-24,sports,0,171,285,2
430,58,25-34,tech,0,161,143,1
397,259,25-34,sports,0,320,194,2
419,267,25-34,movies,0,389,118,3
105,276,18-24,sports,0,111,41,2
454,104,18-24,tech,0,209,218,1
434,265,35-44,movies,0,419,94,3
377,297,35-44,sports,0,350,285,2
461,160,35-44,news,0,331,59,0
188,10,25-34,news,0,199,172,0
187,49,25-34,movies,0,275,274,3
44,51,18-24,tech,0,129,12,1
284,221,25-34,sports,0,391,137,2
284,47,35-44,movies,0,391,242,3
317,111,25-34,tech,1,192,53,1
278,222,25-34,movies,0,287,79,3
391,294,25-34,movies,1,112,102,3
17,43,18-24,news,0,441,193,0
159,27,35-44,tech,0,465,44,1
496,256,18-24,tech,0,83,191,1
204,165,25-34,sports,0,37,271,2
290,95,25-34,news,0,19,56,0
58,288,18-24,movies,0,27,105,3
230,193,18-24,sports,0,335,245,2
497,184,25-34,movies,0,482,241,3
12,49,18-24,tech,0,346,274,1
92,299,25-34,movies,0,154,139,3
400,154,25-34,movies,1,173,199,3
424,277,25-34,news,0,183,212,0
397,144,25-34,movies,0,320,192,3
110,81,25-34,news,0,273,208,0
451,244,35-44,movies,0,376,231,3
171,187,35-44,movies,0,297,163,3
477,5,18-24,movies,0,369,260,3
219,263,35-44,movies,0,22,40,3
142,42,35-44,sports,0,5,255,2
373,261,18-24,sports,0,8,248,2
108,10,18-24,news,0,200,172,0
93,295,18-24,tech,0,485,216,1
329,114,25-34,sports,0,406,109,2
424,57,35-44,sports,0,183,0,2
437,256,35-44,sports,0,165,191,2
376,279,35-44,sports,0,114,4,2
70,86,35-44,movies,0,23,88,3
46,250,25-34,tech,0,234,117,1
153,144,25-34,movies,0,281,192,3
418,220,35-44,sports,0,468,205,2
402,201,25-34,tech,0,93,220,1
8,18,25-34,tech,0,474,262,1
167,119,25-34,movies,0,89,264,3
223,76,18-24,news,0,247,69,0
210,62,25-34,sports,0,409,95,2
205,204,25-34,news,0,18,204,0
85,70,25-34,news,0,366,184,0
316,257,25-34,news,0,10,269,0
18,67,18-24,tech,0,170,162,1
135,196,35-44,movies,0,204,189,3
336,123,25-34,tech,0,379,244,1
247,205,25-34,tech,0,421,140,1
134,288,18-24,sports,0,71,105,2
84,61,18-24,movies,0,51,115,3
443,183,18-24,movies,0,12,7,3
57,246,35-44,movies,0,299,49,3
130,34,25-34,news,0,315,180,0
499,55,35-44,news,0,412,74,0
318,226,25-34,movies,0,498,96,3
469,144,25-34,movies,0,101,192,3
2,127,18-24,news,0,405,47,0
344,253,35-44,movies,0,152,227,3
287,287,25-34,tech,0,211,21,1
430,223,35-44,movies,0,161,81,3
78,194,35-44,sports,0,162,50,2
